household_key,Recency,Frequency,T,Gross_Sales,Net_Sales,avg_monetary,total_baskets,avg_basket_size,avg_transaction_value,distinct_stores,tenure_weeks,coupon_usage_rate,first_purchase_week,last_purchase_week,Cluster,predicted_purchases_6_months,predicted_clv_6_months
1996,0,89,68,2125.6,1822.02,20.2447,90,7.8667,20.2447,10,68,0.0111,7,75,1,35.4067,894.7113
1997,1,45,64,2954.88,2622.03,57.0007,46,1193.7826,57.0006,3,63,0.0652,11,74,1,15.6807,754.3893
1998,0,261,65,1979.72,1512.17,5.7716,262,6.2023,5.7716,1,65,0.0,10,75,0,88.8521,582.9325
1999,0,36,58,438.69,344.21,9.303,37,6.4054,9.303,6,58,0.0,17,75,1,12.2942,121.9834
2000,0,44,67,432.95,316.23,7.0273,45,4.8444,7.0273,7,67,0.0222,8,75,1,18.4624,114.0213
2001,3,25,70,746.06,620.3,23.8577,26,-318.8462,23.8577,5,67,0.0,5,72,1,10.3557,298.6254
2002,0,43,72,1464.25,1041.31,23.6661,44,991.5,23.6661,8,72,0.0227,3,75,1,16.2641,424.2541
2003,1,20,69,856.4,748.94,35.6638,21,18.2381,35.6638,6,68,0.1429,6,74,1,9.1409,344.0604
2004,0,178,64,6914.84,5721.67,31.9646,179,16.7318,31.9646,6,64,0.4358,11,75,0,73.5945,2327.8949
2005,2,33,65,910.03,698.94,20.5571,34,938.7647,20.5571,3,63,0.0294,10,73,1,14.2766,326.8787
2006,0,65,71,2538.22,1862.0,28.2121,66,736.803,28.2121,2,71,0.1364,4,75,1,25.2941,755.7188
2007,0,117,65,5702.7,4880.19,41.3575,118,3482.7881,41.3575,10,65,0.1102,10,75,0,45.951,1928.7016
2008,0,39,73,1577.65,1337.82,33.4455,40,15.825,33.4455,5,73,0.15,2,75,1,12.4913,355.917
2009,29,32,74,1506.88,1206.4,36.5576,33,954.6667,36.5576,3,45,0.0909,1,46,2,17.5069,977.4318
2010,43,34,59,764.55,644.89,18.4254,35,11.5429,18.4254,3,16,0.0,16,32,2,13.6881,193.9605
2011,0,76,66,968.22,724.87,9.4139,77,6.3506,9.4139,5,66,0.013,9,75,1,26.2063,274.5397
2012,0,207,64,5790.04,4435.73,21.3256,208,1538.8221,21.3256,6,64,0.0865,11,75,0,91.7194,1805.4809
2013,0,86,67,1134.0,924.93,10.6314,87,6.8851,10.6314,5,67,0.046,8,75,1,35.0972,579.3002
2014,1,34,59,993.52,799.72,22.8491,35,15.3714,22.8491,2,58,0.0571,16,74,1,11.3131,206.2321
2015,0,83,64,4372.22,3709.6,44.1619,84,18.9048,44.1619,5,64,0.131,11,75,1,42.2072,1550.9708
2016,0,113,68,1562.38,1208.17,10.598,114,9.4561,10.598,8,68,0.0263,7,75,1,42.3995,352.605
2017,0,105,64,4155.05,3381.64,31.9023,106,2863.7453,31.9023,2,64,0.0094,11,75,1,34.1577,1181.4904
2018,0,78,74,1777.88,1479.47,18.7275,79,11.3165,18.7275,3,74,0.0,1,75,1,34.761,461.8441
2019,0,227,60,8888.52,7173.64,31.4633,228,19.1711,31.4633,5,60,0.114,15,75,0,111.4791,3112.0183
2020,0,183,66,6029.41,5106.87,27.7547,184,14.4946,27.7547,7,66,0.0109,9,75,0,55.9814,907.1731
2021,0,60,68,1147.58,911.76,14.9469,61,8.0492,14.9469,1,68,0.0164,7,75,1,32.7325,519.5584
2022,1,53,61,5142.32,4421.21,81.8743,54,1053.3889,81.8743,3,60,0.0926,14,74,1,25.7716,1861.9982
2023,1,61,61,1018.69,693.66,11.1881,62,38.2419,11.1881,4,60,0.0806,14,74,1,25.947,200.1153
2024,0,70,66,3270.57,2837.96,39.9713,71,2156.0141,39.9713,10,66,0.2394,9,75,1,37.9011,1987.3251
2025,2,23,66,896.83,810.75,33.7812,24,4914.0,33.7812,2,64,0.0417,9,73,1,9.3539,227.8718
2026,5,12,59,822.39,363.24,27.9415,13,39.0,27.9415,2,54,0.1538,16,70,1,5.2585,179.3247
2027,0,112,71,1617.99,1172.57,10.3767,113,7.6195,10.3767,13,71,0.0088,4,75,1,35.9402,312.9859
2028,0,66,72,1528.03,1289.91,19.2524,67,8.7015,19.2524,4,72,0.0448,3,75,1,26.7746,769.3022
2029,2,32,59,1074.08,810.29,24.5542,33,11.5152,24.5542,5,57,0.0303,16,73,1,15.512,459.3839
2030,0,51,59,1786.52,1443.49,27.7594,52,356.3846,27.7594,5,59,0.2308,16,75,1,22.5407,486.328
2031,24,10,58,89.51,65.18,5.9255,11,8.0,5.9255,4,34,0.0,17,51,2,3.8276,18.0336
2032,2,52,65,1129.92,1002.67,18.9183,53,1035.0189,18.9183,4,63,0.0189,10,73,1,21.3476,469.8671
2033,1,70,64,1735.19,1580.33,22.2582,71,1306.6197,22.2582,9,63,0.0141,11,74,1,28.0433,584.5632
2034,0,81,64,1851.58,1482.85,18.0835,82,1858.5244,18.0835,11,64,0.0488,11,75,1,25.2031,436.8684
2035,0,60,68,1025.9,748.92,12.2774,61,9.9672,12.2774,3,68,0.0328,7,75,1,17.0913,288.4122
2036,0,25,58,1956.98,1778.1,68.3885,26,657.3462,68.3885,1,58,0.0769,17,75,1,12.548,711.6545
2037,0,76,60,1351.17,1127.03,14.6368,77,9.2987,14.6368,3,60,0.0,15,75,1,19.5722,293.0871
2038,0,27,70,782.02,594.98,21.2493,28,1026.7857,21.2493,7,70,0.0357,5,75,1,10.4491,281.8856
2039,57,40,73,1086.12,810.79,19.7754,41,307.9756,19.7754,2,16,0.0488,2,18,2,12.9475,313.4432
2040,1,402,65,2812.54,2162.24,5.3654,403,346.6104,5.3654,2,64,0.0893,10,74,0,208.8906,1076.9394
2041,0,89,58,3802.88,3212.8,35.6978,90,864.1,35.6978,4,58,0.0222,17,75,1,36.1471,1200.4585
2042,2,24,67,3696.69,2995.73,119.8292,25,1302.56,119.8292,7,65,0.2,8,73,1,10.6265,824.4513
2043,0,36,61,1025.38,826.51,22.3381,37,268.7838,22.3381,2,61,0.027,14,75,1,14.1733,243.1288
2044,4,41,74,905.29,803.67,19.135,42,8.5476,19.135,10,70,0.0,1,71,1,14.7369,305.351
2045,4,14,58,252.86,229.36,15.2907,15,924.7333,15.2907,6,54,0.0667,17,71,1,7.2723,107.4314
2046,2,42,66,611.27,536.81,12.484,43,380.3721,12.484,6,64,0.0233,9,73,1,15.0835,191.8627
2047,0,98,59,3670.13,3053.0,30.8384,99,2650.2626,30.8384,6,59,0.0505,16,75,1,52.7117,2107.8244
2048,1,15,72,540.82,450.27,28.1419,16,14.8125,28.1419,2,71,0.125,3,74,1,4.4404,92.8671
2049,2,17,68,673.0,513.55,28.5306,18,15.1667,28.5306,3,66,0.1667,7,73,1,6.8945,185.4254
2050,0,123,72,4129.76,3361.28,27.1071,124,2825.4758,27.1071,2,72,0.0,3,75,1,53.4177,1517.9502
2051,8,287,72,4923.16,4330.57,15.0367,288,869.3889,15.0367,5,64,0.0278,3,67,0,118.2641,1491.256
2052,7,2,74,119.14,84.92,28.3067,3,21.0,28.3067,3,67,0.0,1,68,1,1.0309,41.739
2053,0,125,60,2555.69,2095.81,16.6334,126,350.873,16.6334,10,60,0.0159,15,75,1,46.4965,970.6222
2054,1,20,68,157.02,48.74,2.321,21,3.9524,2.321,2,67,0.0,7,74,1,5.8037,14.4837
2055,0,72,59,1262.87,1111.16,15.2214,73,432.5479,15.2214,4,59,0.0,16,75,1,26.0068,619.9374
2056,1,75,61,1775.95,1492.97,19.6443,76,8.4342,19.6443,1,60,0.0395,14,74,1,36.4813,492.6814
2057,1,81,60,1962.71,1455.91,17.755,82,2024.1951,17.755,8,59,0.0976,15,74,1,38.7754,687.1285
2058,0,120,73,4287.19,3949.58,32.6412,121,1142.1074,32.6412,7,73,0.0248,2,75,0,43.6228,1560.4659
2059,2,34,61,1526.8,1173.3099,33.5231,35,20.6286,33.5231,6,59,0.0,14,73,1,11.5767,308.7673
2060,0,18,60,376.13,345.63,18.1911,19,833.8421,18.1911,2,60,0.0,15,75,1,9.0929,178.3251
2061,2,16,61,217.51,161.59,9.5053,17,5.3529,9.5053,4,59,0.0588,14,73,1,5.3381,38.4775
2062,0,194,69,4885.44,3283.06,16.8362,195,247.8462,16.8362,12,69,0.0462,6,75,0,92.1703,1844.2146
2063,0,65,68,1981.53,1566.86,23.7403,66,15.8939,23.7403,1,68,0.0303,7,75,1,44.0121,1361.1654
2064,0,161,72,3147.4,2789.35,17.2182,162,133.2099,17.2182,14,72,0.0123,3,75,0,62.5599,1153.0609
2065,0,47,65,1857.71,1468.4401,30.5925,48,15.625,30.5925,3,65,0.1458,10,75,1,21.1255,406.683
2066,0,100,65,1961.28,1399.32,13.8547,101,188.099,13.8547,9,65,0.0891,10,75,1,36.2452,394.348
2067,54,4,60,108.65,93.7,18.74,5,14.2,18.74,2,6,0.0,15,21,2,1.2068,26.0454
2068,0,75,63,1753.23,1230.09,16.1854,76,428.4868,16.1854,2,63,0.1974,12,75,1,27.4374,446.4446
2069,0,63,69,1366.3,1138.83,17.7942,64,9.9688,17.7942,6,69,0.0312,6,75,1,19.0782,173.1083
2070,0,359,61,3729.98,2872.02,7.9778,360,202.9917,7.9778,3,61,0.0222,14,75,0,114.5652,1247.023
2071,0,144,58,1221.02,946.57,6.5281,145,3.6207,6.5281,2,58,0.0069,17,75,1,91.0983,615.367
2072,52,10,61,240.96,183.1,16.6455,11,13.2727,16.6455,2,9,0.1818,14,23,2,4.5014,61.0536
2073,12,68,65,1677.39,1177.07,17.059,69,1641.1594,17.059,2,53,0.0435,10,63,1,29.3459,641.9891
2074,3,25,59,643.7,500.01,19.2312,26,151.0385,19.2312,2,56,0.0769,16,72,1,10.3567,168.137
2075,0,95,70,2867.8,2256.66,23.5069,96,1573.7708,23.5069,2,70,0.0833,5,75,1,34.0866,674.5764
2076,0,194,68,6600.11,5718.27,29.3245,195,2826.0923,29.3245,9,68,0.1128,7,75,0,89.9593,2885.2552
2077,0,78,62,1061.15,938.21,11.8761,79,508.8354,11.8761,6,62,0.0,13,75,1,32.4988,602.4419
2078,10,80,70,2011.23,1660.51,20.5001,81,1766.8272,20.5001,5,60,0.037,5,65,1,33.0416,1016.4722
2079,1,107,65,4191.39,3539.25,32.7708,108,88.5463,32.7708,6,64,0.0,10,74,1,41.1547,1475.575
2080,2,113,65,4855.54,4110.2197,36.0546,114,679.1491,36.0546,5,63,0.0526,10,73,0,42.2104,1708.3741
2081,2,30,61,716.71,565.68,18.2477,31,11.1613,18.2477,8,59,0.0,14,73,1,9.6508,214.6376
2082,0,123,60,3397.2,2697.11,21.7509,124,2710.0,21.7509,9,60,0.0484,15,75,1,35.8874,570.0909
2083,0,268,63,5587.64,4731.17,17.588,269,1106.3383,17.588,11,63,0.1487,12,75,0,104.966,2168.7155
2084,0,77,60,1610.08,1108.48,14.2113,78,99.5385,14.2113,7,60,0.0128,15,75,1,33.7458,399.1654
2085,0,252,67,8756.77,6789.1694,26.8347,253,1254.6838,26.8347,4,67,0.0356,8,75,0,75.6114,2197.1632
2086,0,350,63,3198.61,2626.64,7.4833,351,25.7436,7.4833,5,63,0.0171,12,75,0,143.4519,1014.1509
2087,0,169,70,5787.73,4431.08,26.0652,170,2613.6471,26.0652,3,70,0.0294,5,75,0,63.4499,1874.6058
2088,0,59,71,2738.45,2148.41,35.8068,60,30.0667,35.8068,4,71,0.05,4,75,1,14.0378,517.7105
2089,2,22,74,104.86,86.27,3.7509,23,1.9565,3.7509,1,72,0.0,1,73,1,6.4369,11.1986
2090,2,39,69,805.77,575.59,14.3897,40,485.35,14.3898,1,67,0.05,6,73,1,15.9428,239.9043
2091,0,11,62,679.85,542.53,45.2108,12,23.5,45.2108,1,62,0.0,13,75,1,4.9842,264.5799
2092,7,120,60,2276.56,1843.83,15.2383,121,1342.1322,15.2383,7,53,0.1901,15,68,1,41.2854,703.3136
2093,3,14,60,452.09,371.95,24.7967,15,4175.4,24.7967,4,57,0.1333,15,72,1,6.262,151.3452
2094,0,49,66,1921.42,1467.0,29.34,50,19.24,29.34,3,66,0.0,9,75,1,23.6827,1047.5776
2095,0,95,74,2260.64,1904.8,19.8417,96,536.8125,19.8417,9,74,0.0312,1,75,1,38.9907,836.2704
2096,6,21,61,949.69,675.33,30.6968,22,20.6364,30.6968,1,55,0.0,14,69,1,8.7819,300.7456
2097,0,182,71,8076.8906,6352.38,34.7125,183,3564.0055,34.7125,11,71,0.0328,4,75,0,60.693,2735.4491
2098,3,9,69,493.28,410.5,41.05,10,22.0,41.05,1,66,0.2,6,72,1,2.9902,134.3952
2099,0,40,71,582.57,521.26,12.7137,41,1279.2195,12.7137,6,71,0.0,4,75,1,16.0846,163.373
2100,0,51,59,2138.13,1229.12,23.6369,52,435.7115,23.6369,3,59,0.1154,16,75,1,23.3689,300.2544
2102,0,66,73,1856.96,1421.52,21.2167,67,9.9104,21.2167,4,73,0.0448,2,75,1,26.6602,502.0406
2103,2,25,66,297.38,248.98,9.5762,26,5.5385,9.5762,1,64,0.0,9,73,1,10.1117,117.1212
2104,1,20,73,291.18,207.82,9.8962,21,5.7619,9.8962,5,72,0.0,2,74,1,8.3907,76.0202
2105,0,29,74,852.01,681.35,22.7117,30,139.6,22.7117,4,74,0.0333,1,75,1,10.3838,288.1325
2106,4,51,69,2807.03,2567.93,49.3833,52,2594.7692,49.3833,6,65,0.0192,6,71,1,22.4829,1152.3375
2107,1,64,64,2446.86,1829.48,28.1458,65,17.2769,28.1458,3,63,0.0154,11,74,1,30.9465,1201.9202
2108,0,100,60,1426.25,1047.82,10.3745,101,40.802,10.3745,2,60,0.0297,15,75,1,36.8928,355.5136
2109,0,73,64,1581.49,1284.07,17.3523,74,10.7838,17.3523,2,64,0.0135,11,75,1,20.6568,402.8937
2110,0,173,74,8943.25,8211.62,47.1932,174,1389.6667,47.1932,4,74,0.0402,1,75,0,82.7664,4432.6048
2111,0,100,72,2136.49,564.34,5.5875,101,924.3069,5.5875,5,72,0.3168,3,75,1,38.0132,309.1618
2112,0,84,71,3562.84,2459.35,28.9335,85,527.8941,28.9335,5,71,0.1176,4,75,1,21.8311,412.2694
2113,0,42,66,729.14,609.94,14.1847,43,307.8605,14.1847,7,66,0.0233,9,75,1,14.3442,181.4372
2114,1,120,70,2435.4,2054.9,16.9826,121,184.3636,16.9826,4,69,0.1488,5,74,1,52.0117,1092.0219
2115,0,237,64,10569.55,9296.12,39.0593,238,5498.7059,39.0593,8,64,0.1218,11,75,0,91.0436,5233.8025
2116,0,170,73,9683.39,8060.42,47.137,171,2737.3275,47.137,7,73,0.0585,2,75,0,54.654,2735.5817
2117,5,51,58,788.63,540.37,10.3917,52,10.3462,10.3917,1,53,0.2885,17,70,1,30.2548,292.2141
2118,3,20,58,857.0,668.38,31.8276,21,482.2857,31.8276,6,55,0.0476,17,72,1,7.2713,279.6508
2119,0,23,59,1164.93,663.62,27.6508,24,3020.3333,27.6508,2,59,0.5417,16,75,1,8.6402,296.8577
2120,2,37,66,835.59,690.63,18.1745,38,217.6579,18.1745,8,64,0.0263,9,73,1,15.2052,252.5833
2121,0,96,58,3685.66,3094.3599,31.9006,97,2929.8041,31.9006,9,58,0.0928,17,75,1,46.5298,1612.1023
2122,1,3,66,89.26,83.73,20.9325,4,7152.25,20.9325,2,65,0.0,9,74,1,1.3052,36.6993
2123,1,36,57,2429.89,1930.53,52.1765,37,28.8919,52.1765,3,56,0.0541,18,74,1,19.7038,1649.2217
2124,0,180,72,5671.4,4797.58,26.506,181,4299.8619,26.506,3,72,0.2652,3,75,0,67.6335,2158.4062
2125,0,53,67,2545.51,2077.33,38.4691,54,4466.5926,38.4691,11,67,0.0185,8,75,1,22.682,882.2387
2126,0,96,61,3651.15,3149.31,32.4671,97,708.0825,32.4671,8,61,0.0,14,75,1,38.8508,1244.4357
2127,2,18,65,1190.74,822.08,43.2674,19,2602.3158,43.2674,3,63,0.1579,10,73,1,7.2909,362.625
2128,1,79,62,1830.44,1662.0599,20.7757,80,1219.6,20.7757,7,61,0.0375,13,74,1,33.8492,683.1966
2129,0,116,59,4866.62,4042.5,34.5513,117,2447.6154,34.5513,4,59,0.0342,16,75,0,53.3657,1933.3784
2130,0,57,59,2926.41,2399.42,41.3693,58,100.0,41.3693,7,59,0.1379,16,75,1,29.3156,930.9339
2131,0,109,58,3314.43,2734.78,24.8616,110,13.4182,24.8616,6,58,0.0364,17,75,1,54.5998,1877.3553
2132,0,23,66,270.65,223.59,9.3162,24,4.9583,9.3162,3,66,0.0,9,75,1,9.1411,64.0387
2133,0,87,63,4396.81,3912.59,44.4613,88,1056.5682,44.4612,3,63,0.0,12,75,1,30.5402,1218.8169
2134,0,56,70,6467.08,5243.81,91.9967,57,49.6667,91.9967,1,70,0.2807,5,75,0,21.0834,1987.5108
2135,2,33,61,634.97,560.65,16.4897,34,7.8824,16.4897,3,59,0.0294,14,73,1,13.987,379.4069
2136,5,8,69,530.35,468.72,52.08,9,21.1111,52.08,4,64,0.0,6,70,1,3.1332,146.8157
2137,0,126,64,2053.33,1658.29,13.0574,127,1279.7008,13.0574,9,64,0.0,11,75,1,79.583,879.7621
2138,0,52,59,1467.9401,1088.66,20.5408,53,13.8113,20.5408,4,59,0.1132,16,75,1,20.6362,369.3546
2139,0,299,66,3945.8,3421.02,11.4034,300,296.84,11.4034,5,66,0.09,9,75,0,128.1682,2212.7227
2140,0,20,63,648.61,524.47,24.9748,21,182.6667,24.9748,1,63,0.1429,12,75,1,10.2204,126.3641
2141,0,63,74,3804.14,3254.9,50.8578,64,26.0,50.8578,6,74,0.0625,1,75,1,22.5733,893.4725
2142,0,64,65,5003.68,4374.0103,67.2925,65,34.2923,67.2925,3,65,0.0154,10,75,1,40.8604,5442.7098
2143,16,6,72,228.6,154.91,22.13,7,16.4286,22.13,2,56,0.0,3,59,1,2.0089,51.5337
2144,0,27,64,1433.87,1208.22,43.1507,28,409.75,43.1507,8,64,0.0357,11,75,1,11.7033,383.0136
2145,2,25,61,897.45,800.94,30.8054,26,562.8846,30.8054,3,59,0.0385,14,73,1,9.0824,276.8699
2146,0,45,73,1290.04,1121.71,24.385,46,10.0,24.385,7,73,0.0217,2,75,1,14.9393,370.49
2147,0,59,57,3571.72,2760.19,46.0032,60,1078.4833,46.0032,8,57,0.0833,18,75,1,28.2861,1607.7834
2148,0,96,67,2477.55,1768.01,18.2269,97,118.3402,18.2269,2,67,0.0928,8,75,1,44.1244,1273.8345
2149,0,77,58,2683.73,1679.51,21.5322,78,3268.1026,21.5322,6,58,0.1026,17,75,1,36.7919,873.026
2150,42,6,60,52.12,43.75,6.25,7,4.1429,6.25,1,18,0.0,15,33,2,3.3446,18.2647
2151,3,32,68,325.24,254.58,7.7145,33,6.0606,7.7145,7,65,0.0,7,72,1,12.0051,112.7535
2152,0,16,70,91.97,78.05,4.5912,17,743.5882,4.5912,3,70,0.0,5,75,1,5.5609,21.4416
2153,0,17,63,310.61,232.07,12.8928,18,9.4444,12.8928,3,63,0.0556,12,75,1,12.0489,119.9778
2154,0,70,60,1536.27,1055.63,14.868,71,767.2394,14.868,9,60,0.0141,15,75,1,32.8219,314.294
2155,2,7,63,233.97,176.87,22.1087,8,16.375,22.1088,1,61,0.0,12,73,1,2.5017,37.3998
2156,0,85,64,4535.7,3844.22,44.7002,86,3199.8372,44.7002,2,64,0.1047,11,75,1,30.0545,1073.7137
2157,7,10,69,363.86,145.55,13.2318,11,22.0,13.2318,1,62,0.2727,6,68,1,3.1206,30.76
2158,0,95,61,2076.3,1638.66,17.0694,96,2909.9792,17.0694,9,61,0.1875,14,75,1,48.8333,901.4548
2159,0,90,58,1489.13,1212.76,13.327,91,459.7033,13.327,7,58,0.0,17,75,1,37.5093,370.3799
2160,1,33,66,496.02,337.14,9.9159,34,4.5294,9.9159,1,65,0.0588,9,74,1,13.3354,60.2586
2161,21,18,69,735.97,701.62,36.9274,19,7172.7368,36.9274,3,48,0.0,6,54,1,6.697,190.4969
2162,0,109,60,8329.54,7441.46,67.6496,110,4063.7182,67.6496,2,60,0.3727,15,75,0,54.6746,3287.1456
2163,2,7,67,202.4,187.73,23.4662,8,3.125,23.4662,1,65,0.0,8,73,1,2.2932,46.2547
2164,17,39,58,1596.48,882.97,22.0742,40,25.85,22.0742,4,41,0.175,17,58,1,14.099,455.0428
2165,13,6,72,52.77,44.68,6.3829,7,2.7143,6.3829,2,59,0.0,3,62,1,2.2661,12.4073
2166,2,29,59,84.21,62.64,2.088,30,1.8,2.088,1,57,0.0,16,73,1,14.4118,37.5054
2167,2,67,57,1676.83,1295.42,19.0503,68,13.9118,19.0503,2,55,0.0147,18,73,1,32.663,619.2949
2168,0,142,71,4167.95,2828.97,19.783,143,15.6923,19.783,2,71,0.1189,4,75,1,44.2278,865.7531
2169,2,24,59,529.57,412.53,16.5012,25,818.44,16.5012,4,57,0.0,16,73,1,12.1109,162.1786
2170,2,178,65,4413.18,3344.61,18.685,179,132.8659,18.685,6,63,0.0335,10,73,0,61.3577,1129.7437
2171,0,65,59,2393.5,2095.55,31.7508,66,217.6212,31.7508,5,59,0.4091,16,75,1,25.8068,676.7369
2172,0,50,58,1228.7,1096.5599,21.5012,51,8.902,21.5012,3,58,0.0,17,75,1,18.5577,416.3393
2173,1,40,67,1072.15,790.92,19.2907,41,261.9024,19.2907,1,66,0.0488,8,74,1,20.1361,366.162
2174,2,28,60,490.23,347.76,11.9917,29,12.7586,11.9917,3,58,0.0345,15,73,1,13.772,130.412
2175,2,9,58,320.12,276.78,27.678,10,10.0,27.678,3,56,0.0,17,73,1,4.5534,161.4973
2176,6,183,60,2454.9,1988.75,10.8084,184,1167.9728,10.8084,5,54,0.0109,15,69,1,101.7664,1223.7977
2178,0,139,63,3532.98,3071.5999,21.94,140,723.3143,21.94,12,63,0.0357,12,75,1,100.6819,1974.8769
2179,7,30,65,926.22,769.02,24.8071,31,666.0,24.8071,6,58,0.0,10,68,1,8.5255,219.3272
2180,2,32,70,619.39,492.49,14.9239,33,10.5455,14.9239,5,68,0.0,5,73,1,10.2539,149.8553
2181,1,17,64,580.01,527.3,29.2944,18,8.9444,29.2944,3,63,0.0,11,74,1,6.1055,143.9823
2182,0,65,71,1284.6799,1111.29,16.8377,66,9.4242,16.8377,3,71,0.0,4,75,1,20.0783,344.0835
2183,0,102,60,2518.59,1891.51,18.3642,103,2236.3592,18.3642,6,60,0.0485,15,75,1,35.6307,560.2361
2184,0,212,66,4222.19,3649.18,17.1323,213,1079.3286,17.1323,7,66,0.0,9,75,0,78.6571,1064.0414
2185,0,84,73,7074.09,6403.98,75.3409,85,1815.4471,75.3409,2,73,0.1412,2,75,0,23.4562,1177.8717
2186,0,63,70,3547.5,3098.26,48.4103,64,19.7031,48.4103,3,70,0.0469,5,75,1,25.0217,1107.4388
2187,5,39,65,2132.06,1342.44,33.561,40,20.65,33.561,3,60,0.05,10,70,1,15.7621,609.5481
2188,1,93,58,2603.8,2195.1099,23.3522,94,610.9787,23.3522,5,57,0.0,17,74,1,45.8997,900.9819
2189,0,69,64,996.96,910.97,13.0139,70,1372.1857,13.0139,4,64,0.0143,11,75,1,31.0272,758.2862
2190,0,172,63,7164.3506,5460.73,31.5649,173,4101.5434,31.5649,1,63,0.0462,12,75,0,80.0825,3154.3093
2191,7,10,68,598.27,563.78,51.2527,11,10.0,51.2527,4,61,0.0,7,68,1,3.5484,251.9783
2192,1,21,74,445.22,421.44,19.1564,22,4.7273,19.1564,2,73,0.0455,1,74,1,11.2772,263.5466
2193,1,90,73,7505.09,6639.1,72.9571,91,1543.0769,72.9571,6,72,0.033,2,74,0,33.5935,3894.8904
2194,0,279,71,5281.78,4484.13,16.0147,280,998.4857,16.0148,16,71,0.0107,4,75,0,70.3957,926.0128
2195,0,57,59,718.65,519.93,8.9643,58,558.6724,8.9643,12,59,0.1207,16,75,1,20.5556,97.1446
2196,0,47,60,895.18,524.59,10.929,48,213.0833,10.929,1,60,0.0417,15,75,1,14.3794,140.5674
2197,0,34,64,505.61,395.6,11.3029,35,5.6857,11.3029,6,64,0.0286,11,75,1,13.8605,180.1257
2198,0,260,67,4166.45,3443.64,13.194,261,534.5556,13.194,10,67,0.0843,8,75,0,98.4673,1349.3333
2199,0,118,59,4511.35,3628.51,30.4917,119,2692.7815,30.4917,6,59,0.0924,16,75,0,47.3496,1546.7036
2200,1,141,73,6271.02,4718.02,33.2255,142,2833.8873,33.2255,7,72,0.1549,2,74,0,75.0821,3470.7548
2201,64,1,67,27.51,19.58,9.79,2,6.0,9.79,1,3,0.0,8,11,2,0.4331,4.6649
2202,4,12,58,240.33,179.95,13.8423,13,6.8462,13.8423,4,54,0.0,17,71,1,6.2201,105.1342
2203,0,76,68,3718.91,3413.24,44.3278,77,906.4286,44.3278,6,68,0.0,7,75,1,24.1216,845.416
2204,0,152,60,2044.89,1481.38,9.6822,153,356.2614,9.6822,14,60,0.0392,15,75,1,53.9363,397.1223
2205,4,86,73,1621.69,1203.61,13.8346,87,365.5747,13.8346,12,69,0.0345,2,71,1,30.8564,639.0909
2206,1,25,67,272.85,220.71,8.4888,26,6.6154,8.4888,3,66,0.0,8,74,1,10.0431,87.4314
2207,0,323,72,3929.39,3122.81,9.6383,324,46.0154,9.6383,8,72,0.0463,3,75,0,80.4648,663.652
2208,0,160,71,8096.5,6772.24,42.0636,161,393.528,42.0636,7,71,0.0373,4,75,0,56.5163,2035.2282
2209,0,158,63,4659.9,4175.47,26.2608,159,3135.8176,26.2608,5,63,0.0,12,75,0,65.3901,1459.9651
2210,11,28,59,1129.59,947.07,32.6576,29,18.7931,32.6576,5,48,0.0,16,64,1,11.8193,323.2971
2211,1,46,60,1204.97,1032.5,21.9681,47,1203.0638,21.9681,10,59,0.0,15,74,1,16.9406,270.0264
2212,8,43,58,241.5,193.06,4.3877,44,4.25,4.3877,2,50,0.0,17,67,1,17.3042,52.1773
2213,4,45,71,3275.41,2756.2,59.9174,46,195.0652,59.9174,5,67,0.0435,4,71,1,15.9062,907.7084
2214,12,6,58,156.69,143.86,20.5514,7,8.7143,20.5514,2,46,0.0,17,63,1,2.7389,48.5343
2215,0,102,66,1768.89,1399.62,13.5885,103,7.2718,13.5885,7,66,0.0,9,75,1,45.3483,812.72
2216,0,24,59,307.74,245.67,9.8268,25,7.24,9.8268,1,59,0.0,16,75,1,13.1285,138.8184
2217,0,137,63,3347.14,2528.6,18.3232,138,1080.6667,18.3232,3,63,0.0652,12,75,1,53.3073,1043.7451
2218,0,12,74,601.78,371.22,28.5554,13,28.0769,28.5554,3,74,0.0,1,75,1,3.8486,91.2655
2219,15,20,63,1023.63,1003.31,47.7767,21,4893.0,47.7767,2,48,0.0,12,60,1,9.009,417.5925
2220,15,13,69,205.51,142.9,10.2071,14,1426.2143,10.2071,2,54,0.1429,6,60,1,5.5351,61.8333
2221,0,81,59,1668.39,1204.97,14.6948,82,11.4878,14.6948,1,59,0.0,16,75,1,32.7259,575.196
2222,2,25,70,2137.68,1722.39,66.2458,26,957.0385,66.2458,4,68,0.2692,5,73,1,10.876,703.7723
2223,15,275,73,1839.45,1498.76,5.4303,276,3.5471,5.4303,2,58,0.0145,2,60,0,119.1431,847.3388
2224,0,75,73,2958.14,2193.65,28.8638,76,16.4868,28.8638,3,73,0.0132,2,75,1,34.5865,1000.2928
2225,0,71,67,2394.96,2110.66,29.3147,72,744.3194,29.3147,6,67,0.0556,8,75,1,39.3206,1405.3601
2226,0,498,58,6982.2,6194.59,12.414,499,892.0321,12.414,11,58,0.0601,17,75,0,187.7235,2061.7949
2227,0,147,61,4253.02,3207.09,21.6695,148,46.8581,21.6695,5,61,0.0608,14,75,0,62.8301,865.4015
2228,3,198,68,5229.09,4590.94,23.07,199,1190.7839,23.07,4,65,0.005,7,72,0,75.8768,1871.9468
